text,song
I don't know what's coming to me,My Life Has Been Saved
"I want to break free, I want to break free",I Want To Break Free
I want to break free from your lies,I Want To Break Free
You're so self satisfied I don't need you,I Want To Break Free
I've got to break free,I Want To Break Free
"God knows, God knows I want to break free",I Want To Break Free
I've fallen in love,I Want To Break Free
I've fallen in love for the first time,I Want To Break Free
And this time I know it's for real,I Want To Break Free
"I've fallen in love, yeah",I Want To Break Free
"God knows, God knows I've fallen in love",I Want To Break Free
It's strange but it's true,I Want To Break Free
I can't get over the way you love me like you do,I Want To Break Free
"But I have to be sure, When I walk out that door",I Want To Break Free
"Oh how I want to be free baby, Oh how I want to be free",I Want To Break Free
Oh how I want to break free,I Want To Break Free
But life still goes on,I Want To Break Free
"I can't get used to living without, living without",I Want To Break Free
Living without you by my side,I Want To Break Free
"I don't want to live alone, hey",I Want To Break Free
God knows got to make it on my own,I Want To Break Free
"So baby can't you see, I've got to break free",I Want To Break Free
"I've got to break free, I want to break free, yeah",I Want To Break Free
"I want, I want, I want, I want to break free....",I Want To Break Free
When love breaks up,Breakthru
When the dawn light wakes up,Breakthru
A new life is born - oooooh,Breakthru
Somehow I have to make this final breakthru . . . now!,Breakthru
Ha ha ha ha ha ha ha,Breakthru
I wake up,Breakthru
Feel just fine,Breakthru
Your face,Breakthru
Fills my mind,Breakthru
I get religion quick,Breakthru
'Cos you're looking divine,Breakthru
"Honey you're touching something, you're touchin' me",Breakthru
"I'm under your thumb, under your spell, can't you see ?",Breakthru
If I could only reach you,Breakthru
If I could make you smile,Breakthru
If I could only reach you,Breakthru
That would really be a breakthru - oh yeah,Breakthru
"Breakthru, these barriers of pain",Breakthru
"Breakthru, yeah, to the sunshine from the rain",Breakthru
Make my feelings known towards you,Breakthru
Turn my heart inside and out for you now,Breakthru
Somehow I have to make this final breakthru,Breakthru
Now! (now now now),Breakthru
Oh yeah,Breakthru
Ha ha ha ha ha ha ha,Breakthru
Your smile,Breakthru
Speaks books to me,Breakthru
I break up,Breakthru
With each and every one of your looks at me,Breakthru
Honey you're starting something deep inside of me,Breakthru
"Honey you're sparking something, this fire in me",Breakthru
"I'm outta control, I wanna rush headlong into this ecstasy",Breakthru
If I could only reach you,Breakthru
If I could make you smile,Breakthru
If I could only reach you - ooh ooh ooh ooh,Breakthru
That would really be a breakthru,Breakthru
If I could only reach you,Breakthru
If I could make you smile,Breakthru
If I could only reach you,Breakthru
That would really be a breakthru,Breakthru
Oh yeah,Breakthru
"Breakthru, breakthru",Breakthru
"Break, hey",Breakthru
If I could only reach you,Breakthru
If I could make you smile,Breakthru
If I could only reach you - ooh ooh ooh ooh,Breakthru
That would really be a breakthru,Breakthru
If I could only reach you,Breakthru
If I could make you smile,Breakthru
If I could only reach you,Breakthru
That would really be a breakthru,Breakthru
Ha ha ha ha ha ha ha ha ha ha ha,Breakthru
Breakthru,Breakthru
[lots of a capella!],Rock In Rio Blues
Let's play the rock in Rio blues baby,Rock In Rio Blues
We've come to do rock in Rio with you baby,Rock In Rio Blues
Eh yeah yeah,Rock In Rio Blues
Woh!,Rock In Rio Blues
Rock in Rio night baby,Rock In Rio Blues
It's rock in Rio night,Rock In Rio Blues
Ah ah aye,Rock In Rio Blues
Everybody's having - eeeh woooh,Rock In Rio Blues
Oh oh oh oh,Rock In Rio Blues
Woooh woh woh woh wah,Rock In Rio Blues
Get in to the rock in Rio business hey,Rock In Rio Blues
Rockin!,Rock In Rio Blues
Ah,Rock In Rio Blues
m-m-m-m-m-m-m-m-m-m-m-m-m-m woooh waaah,Rock In Rio Blues
Yeah hey hey,Rock In Rio Blues
m-m-m-m-m-m-m-m-m-m-m-ah,Rock In Rio Blues
Baby I like it,Rock In Rio Blues
Woooh wooh woh woh woh woh woh woh woh,Rock In Rio Blues
Yeah,Rock In Rio Blues
Wooh,Rock In Rio Blues
This song was especially for you music lovers,Rock In Rio Blues
All you rock in Rio people,Rock In Rio Blues
Thankyou very much,Rock In Rio Blues
Dislocate your spine if you don't sign,Flick Of The Wrist
He says I'll have you seeing double,Flick Of The Wrist
Mesmerize you when he's tongue,Flick Of The Wrist
tied,Flick Of The Wrist
Simply with those eyes oooh,Flick Of The Wrist
Synchronize your minds and see,Flick Of The Wrist
The beast within him rise,Flick Of The Wrist
"Don't look back, don't look back",Flick Of The Wrist
It's a rip off,Flick Of The Wrist
Flick of the wrist and you're dead baby,Flick Of The Wrist
Blow him a kiss and you're mad,Flick Of The Wrist
"Flick of the wrist, he'll eat your heart out",Flick Of The Wrist
"A dig in the ribs, and then a kick in the head",Flick Of The Wrist
He's taken an arm and taken a leg,Flick Of The Wrist
"All this time honey, baby you've been had",Flick Of The Wrist
Intoxicate your brain with what I'm saying,Flick Of The Wrist
If not you'll lie in knee deep trouble,Flick Of The Wrist
Prostitute yourself he says,Flick Of The Wrist
Castrate your human pride oooh,Flick Of The Wrist
Sacrifice your leisure days,Flick Of The Wrist
Let me squeeze you 'till you've dried,Flick Of The Wrist
Don't look back don't look back,Flick Of The Wrist
It's a rip off,Flick Of The Wrist
Work my fingers to my bones,Flick Of The Wrist
I scream with pain I still make no impression,Flick Of The Wrist
Seduce you with his money make machine,Flick Of The Wrist
Cross collateralise big time money money,Flick Of The Wrist
Reduce you to a muzak fake machine,Flick Of The Wrist
"Then the last goodbye, It's a rip off",Flick Of The Wrist
Flick of the wrist and you're dead baby,Flick Of The Wrist
Blow him a kiss and you're mad,Flick Of The Wrist
Flick of the wrist he'll eat your heart out,Flick Of The Wrist
A dig in the ribs and then a kick in the head,Flick Of The Wrist
He's taken an arm and taken a leg,Flick Of The Wrist
All this time honey baby you've been had,Flick Of The Wrist
There's no time for us,Who Wants To Live Forever
There's no place for us,Who Wants To Live Forever
"What is this thing that builds our dreams, yet slips away from us",Who Wants To Live Forever
Who wants to live forever,Who Wants To Live Forever
Who wants to live forever . . . . . ?,Who Wants To Live Forever
Oh ooo oh,Who Wants To Live Forever
There's no chance for us,Who Wants To Live Forever
It's all decided for us,Who Wants To Live Forever
This world has only one sweet moment set aside for us,Who Wants To Live Forever
Who wants to live forever,Who Wants To Live Forever
Who wants to live forever,Who Wants To Live Forever
Ooh,Who Wants To Live Forever
Who dares to love forever,Who Wants To Live Forever
"Oh oo woh, when love must die",Who Wants To Live Forever
But touch my tears with your lips,Who Wants To Live Forever
Touch my world with your fingertips,Who Wants To Live Forever
And we can have forever,Who Wants To Live Forever
And we can love forever,Who Wants To Live Forever
Forever is our today,Who Wants To Live Forever
Who wants to live forever,Who Wants To Live Forever
Who wants to live forever,Who Wants To Live Forever
Forever is our today,Who Wants To Live Forever
Who waits forever anyway?,Who Wants To Live Forever
Had to make do with a worn out rock and roll scene,Modern Times Rock 'n' Roll
"The old bop is getting tired need a rest, well you know what I mean",Modern Times Rock 'n' Roll
"Fifty eight that was great,",Modern Times Rock 'n' Roll
but it's over now and that's all,Modern Times Rock 'n' Roll
"Something harder's coming up, gonna really knock a hole in the wall",Modern Times Rock 'n' Roll
"Gonna hit ya grab you hard, make you feel ten feet tall",Modern Times Rock 'n' Roll
Well I hope that big new baby's gonna come along soon,Modern Times Rock 'n' Roll
You don't know it could happen any old rainy afternoon,Modern Times Rock 'n' Roll
"With the temperature down, and the juke box blowing no fuse",Modern Times Rock 'n' Roll
"And my musical life's feeling, like a long Sunday School cruise",Modern Times Rock 'n' Roll
"And you know there's one thing, every single body could use",Modern Times Rock 'n' Roll
"Yeah listen to me baby, let me tell you what it's all about",Modern Times Rock 'n' Roll
"Modern times rock and roll, Modern times rock and roll",Modern Times Rock 'n' Roll
Get your high heeled guitar boots and some groovy clothes,Modern Times Rock 'n' Roll
"Get a hair piece on your chest, and a ring through your nose",Modern Times Rock 'n' Roll
"Find a nice little man who says, he's gonna make you a real big star",Modern Times Rock 'n' Roll
"Stars in your eyes ants in your pants, think you should go far",Modern Times Rock 'n' Roll
"Everybody in this bum sucking world's, gonna know just who you are",Modern Times Rock 'n' Roll
Look out...,Modern Times Rock 'n' Roll
Modern times rock and roll!!,Modern Times Rock 'n' Roll
Are you ready? - well are you ready?,Tear It Up
We're gonna tear it up,Tear It Up
"Yeah, yeah, yeah, yeah",Tear It Up
Give me your mind baby give me your body,Tear It Up
Give me some time baby let's have a party,Tear It Up
It ain't no time for sleeping baby,Tear It Up
Soon it's round your street I'm creeping,Tear It Up
You'd better be ready,Tear It Up
"We gonna Tear it up, Stir it up, Break it up - baby",Tear It Up
"You gonna Tear it up, Shake it up, Make it up - as you go along",Tear It Up
"Tear it up, Square it up, Wake it up - baby",Tear It Up
"Tear it up, Stir it up, Stake it out - and you can't go wrong",Tear It Up
(Hey listen),Tear It Up
I love you because you're sweet and I love you because you're naughty,Tear It Up
I love you for your mind baby give me your body,Tear It Up
I wanna be a toy at your birthday party,Tear It Up
Wind me up - wind me up - wind me up - let me go,Tear It Up
"Tear it up, Stir it up, Break it up - let me go",Tear It Up
"Tear it up, Shake it up, Make it up - as you go along",Tear It Up
"Tear it up, Turn it up, Burn it up",Tear It Up
Are you ready?(Oh yeah),Tear It Up
"Baby, baby, baby, are you ready for me?(Oh yeah)",Tear It Up
Baby baby baby are you ready for love?(Oh yeah),Tear It Up
Are you ready - are you ready - are you ready for me?(Oh yeah),Tear It Up
I love you so near I love you so far,Tear It Up
I gotta tell you baby you're driving me Ga Ga,Tear It Up
One one one one one one one one,Blurred Vision
Yeah yeah yeah,Blurred Vision
One one one one one one one one one one,Blurred Vision
Yeah ahh,Blurred Vision
One one one one one one one one one one,Blurred Vision
One vision - one vision - one vision,Blurred Vision
One one one one one one one one one one,Blurred Vision
One one one one one,Blurred Vision
One vision - one vision,Blurred Vision
Iii One vision iii,Blurred Vision
One one one one one one one one one one,Blurred Vision
Iii One vision - one vision - one vision,Blurred Vision
One one one one one one one one one one,Blurred Vision
One vision,Blurred Vision
One one one one one one one one one one,Blurred Vision
One vision - one vision,Blurred Vision
Hey hey hey he,Blurred Vision
"One flesh, One bone",Blurred Vision
One true religion,Blurred Vision
"One voice, One hope",Blurred Vision
One real decision,Blurred Vision
Gimme one light - yeah,Blurred Vision
Gimme one hope - hey,Blurred Vision
"Just gimme, ha",Blurred Vision
"One man, One man",Blurred Vision
"One bar, One night",Blurred Vision
One day hey hey,Blurred Vision
Just gimme gimme gimme gimme,Blurred Vision
Fried chicken - vision - vision - vision - vision - vision,Blurred Vision
Aah,Blurred Vision
"I take a step outside, and I breath the air",Leaving Home Ain't Easy
"And I slam the door, and I'm on my way",Leaving Home Ain't Easy
"I won't lay no blame, I won't call you names",Leaving Home Ain't Easy
"Because I've made my break, and I won't look back",Leaving Home Ain't Easy
"I've turned my back, on those endless games",Leaving Home Ain't Easy
"I'm all through with ties, I'm all tired of tears",Leaving Home Ain't Easy
"I'm a happy man, don't it look that way",Leaving Home Ain't Easy
"Shaking dust from my shoes, there's a road ahead",Leaving Home Ain't Easy
And there's no way back home (no way back home),Leaving Home Ain't Easy
Oh but I have to say,Leaving Home Ain't Easy
Leaving home ain't easy,Leaving Home Ain't Easy
Oh I never thought it would be easy,Leaving Home Ain't Easy
Leaving on your own,Leaving Home Ain't Easy
Oh is the main thing calling me back,Leaving Home Ain't Easy
Leaving home ain't easy,Leaving Home Ain't Easy
On the one you're leaving home,Leaving Home Ain't Easy
"Stay my love, my love please stay",Leaving Home Ain't Easy
"Don't stray my love, what's wrong my love?",Leaving Home Ain't Easy
What's right my love?,Leaving Home Ain't Easy
Oh leaving home ain't easy,Leaving Home Ain't Easy
I thought how could I think of leaving,Leaving Home Ain't Easy
Leaving on your own,Leaving Home Ain't Easy
Still trying to persuade me that,Leaving Home Ain't Easy
Leaving home ain't necessarily the only way,Leaving Home Ain't Easy
Leaving home ain't easy,Leaving Home Ain't Easy
But may be the only way,Leaving Home Ain't Easy
Fool always jumping never happy where you land,Dead On Time
Fool got my bus'ness make your living where you can,Dead On Time
"Hurry down the highway,",Dead On Time
hurry down the road,Dead On Time
"Hurry past the people staring, Hurry, hurry, hurry, hurry",Dead On Time
"Leave on time, leave on time",Dead On Time
Never got your ticket but you leave on time,Dead On Time
"Leave on time, leave on time",Dead On Time
Gonna get your ticket but you leave on time,Dead On Time
"Leave on time, leave on time",Dead On Time
Put it in your pocket but you never can tell,Dead On Time
"Leave on time, leave on time",Dead On Time
Shake that rattle gotta leave on time,Dead On Time
"Leave on time, leave on time",Dead On Time
Fight your battle but you leave on time,Dead On Time
"Leave on time, leave on time",Dead On Time
"Never got a minute, no you never got a minute",Dead On Time
No you never never got oh no matter,Dead On Time
Fool got no business hanging round and telling lies,Dead On Time
Fool you got no reasons but you got no compromise,Dead On Time
Stamping on the ceiling hammering on the walls,Dead On Time
"Gotta get out, gotta get out, gotta get",Dead On Time
Oh you know I'm going crazy,Dead On Time
leave on time leave on time,Dead On Time
Gotta get ahead but you leave on time,Dead On Time
Leave on time leave on time,Dead On Time
Gotta head on ahead but you leave on time,Dead On Time
Leave on time leave on time,Dead On Time
You're running in the red but you never can tell,Dead On Time
Honey honey where's my money where's my money,Dead On Time
"Wanna get away, wanna get away",Dead On Time
"Leave you, leave you, leave you",Dead On Time
"Leave on time, leave on time",Dead On Time
Gotta get rich gonna leave on time,Dead On Time
"Leave on time, leave on time",Dead On Time
But you can't take it with you when you leave on time,Dead On Time
"Leave on time, leave on time",Dead On Time
Got to keep yourself alive gotta leave on time,Dead On Time
Gotta leave on time leave on time,Dead On Time
Dead on time,Dead On Time
'You're Dead!',Dead On Time
Do you mean it do you mean it do you mean it,The March Of The Black Queen
Why don't you mean it why do I follow you,The March Of The Black Queen
And where do you go?,The March Of The Black Queen
"You've never seen nothing like it, no never in your life",The March Of The Black Queen
"Like going up to heaven, and then coming back alive",The March Of The Black Queen
"Let me tell you all about it, Oooh give me a little time to choose",The March Of The Black Queen
Water babies singing in a lily pool delight,The March Of The Black Queen
Blue powder monkeys praying in the dead of night,The March Of The Black Queen
Here comes the Black Queen poking in the pile,The March Of The Black Queen
Fight for the Black Queen marching single file,The March Of The Black Queen
Take this take that bring them down to size,The March Of The Black Queen
The March to the Black Queen,The March Of The Black Queen
Put them in the cellar with the naughty boys,The March Of The Black Queen
Little nigger sugar then a rub-a-dub-a baby oil,The March Of The Black Queen
"Black on, black on, every finger nail and toe",The March Of The Black Queen
"We've only begun, begun",The March Of The Black Queen
"Make this, make that, keep making all that noise",The March Of The Black Queen
Oooh march to the Black Queen,The March Of The Black Queen
Now I've got a belly full,The March Of The Black Queen
"You can be my sugar baby, you can be my honey chile",The March Of The Black Queen
"A voice from behind me reminds me, spread out your wings you are an angel",The March Of The Black Queen
"Remember to deliver with the speed of light, a little bit of love and joy",The March Of The Black Queen
"Everything you do bears a will, and a why and a wherefore",The March Of The Black Queen
A little bit of love and joy,The March Of The Black Queen
"In each and every soul lies a man, and very soon he'll deceive and discover",The March Of The Black Queen
"But even to the end of his life, he'll bring a little love",The March Of The Black Queen
"I reign with my left hand, I rule with my right",The March Of The Black Queen
"I'm lord of all darkness, I'm queen of the night",The March Of The Black Queen
"I've got the power, now do The march of the Black Queen",The March Of The Black Queen
My life is in your hands I'll fo and I'll fire,The March Of The Black Queen
"I'll be what you make me, I'll do what you like",The March Of The Black Queen
"I'll be a bad boy, I'll be your bad boy",The March Of The Black Queen
I'll do the march of the Black Queen,The March Of The Black Queen
"Walking true to style, she's vulgar abuse and vile",The March Of The Black Queen
Fight for the Black Queen tattoos all her pies,The March Of The Black Queen
"She boils and she bakes, and she never dots her I's",The March Of The Black Queen
La la la la la la la la la la la la,The March Of The Black Queen
La la la la la,The March Of The Black Queen
Forget your sing a-longs and your lullabies,The March Of The Black Queen
Surrender to the city of the fireflies,The March Of The Black Queen
Dance to the devil in beat with the band,The March Of The Black Queen
To hell with all of you hand in hand,The March Of The Black Queen
But now it's time to be gone,The March Of The Black Queen
La la la la forever forever,The March Of The Black Queen
Ah ah ah ah ah,The March Of The Black Queen
"When I'm gone, no need to wonder if I ever think of you",Teo Torriatte (Let Us Cling Together)
"The same moon shines, the same wind blows for both of us",Teo Torriatte (Let Us Cling Together)
And time is but a paper moon...,Teo Torriatte (Let Us Cling Together)
be not gone,Teo Torriatte (Let Us Cling Together)
"Though I'm gone, it's as though I hold the flower that touches you",Teo Torriatte (Let Us Cling Together)
"A new life grows, The blossom knows",Teo Torriatte (Let Us Cling Together)
There's no-one else could warm my heart as much as you... be not gone,Teo Torriatte (Let Us Cling Together)
Let us cling together as the years go by,Teo Torriatte (Let Us Cling Together)
"Oh my love, my love",Teo Torriatte (Let Us Cling Together)
"In the quiet of the night, let our candle always burn",Teo Torriatte (Let Us Cling Together)
Let us never lose the lessons we have learned,Teo Torriatte (Let Us Cling Together)
"Teo toriatte konomama iko, Aisuruhito yo",Teo Torriatte (Let Us Cling Together)
"Shizukana yoi ni, Hikario tomoshi",Teo Torriatte (Let Us Cling Together)
Itoshiki oshieo idaki,Teo Torriatte (Let Us Cling Together)
"Hear my song still think of me, the way you've come to think of me",Teo Torriatte (Let Us Cling Together)
"The nights grow long, but dreams live on",Teo Torriatte (Let Us Cling Together)
"Just close your pretty eyes, and you can be with me",Teo Torriatte (Let Us Cling Together)
Dream on...,Teo Torriatte (Let Us Cling Together)
"Teo toriatte konomama iko, Aisuruhito yo",Teo Torriatte (Let Us Cling Together)
"Shizukana yoi ni, Hikario tomoshi",Teo Torriatte (Let Us Cling Together)
Itoshiki oshieo idaki,Teo Torriatte (Let Us Cling Together)
"When I'm gone, they'll say we were all fools",Teo Torriatte (Let Us Cling Together)
And we don't understand,Teo Torriatte (Let Us Cling Together)
Oh be strong don't turn your heart,Teo Torriatte (Let Us Cling Together)
"We're all, you're all, we're all for all, for always",Teo Torriatte (Let Us Cling Together)
Let us cling together as the years go by,Teo Torriatte (Let Us Cling Together)
Oh my love my love,Teo Torriatte (Let Us Cling Together)
"In the quiet of the night, let our candle always burn",Teo Torriatte (Let Us Cling Together)
Let us never lose the lessons we have learned,Teo Torriatte (Let Us Cling Together)
Another party's over,My Melancholy Blues
And I'm left cold sober,My Melancholy Blues
My baby left me for somebody new,My Melancholy Blues
I don't wanna talk about it,My Melancholy Blues
Want to forget about it,My Melancholy Blues
I'm intoxicated with that special brew,My Melancholy Blues
"So come and get me, let me",My Melancholy Blues
Get in that sinking feeling,My Melancholy Blues
That says my heart is on an all time low - so,My Melancholy Blues
Don't expect me,My Melancholy Blues
To behave perfectly,My Melancholy Blues
And wear that sunny smile,My Melancholy Blues
My guess is I'm in for a cloudy and overcast,My Melancholy Blues
Don't try and stop me,My Melancholy Blues
'Cause I'm heading for that stormy weather soon,My Melancholy Blues
I'm causing a mild sensation,My Melancholy Blues
With this new occupation,My Melancholy Blues
I'm permanently glued,My Melancholy Blues
"To this extraordinary mood, so now moveover",My Melancholy Blues
And let me take over,My Melancholy Blues
With my melancholy blues,My Melancholy Blues
I'm causing a mild sensation,My Melancholy Blues
With this new occupation,My Melancholy Blues
I'm in the news,My Melancholy Blues
I'm just getting used to my new exposure,My Melancholy Blues
So come into my enclosure,My Melancholy Blues
And meet my melancholy blues,My Melancholy Blues
"Now once upon a time, an old man told me a fable",Ogre Battle
"When the piper is gone, and the soup is cold on the table",Ogre Battle
"And if the black crow flies,",Ogre Battle
"to find a new destination, That is the sign",Ogre Battle
"Come tonight, Come to the ogre site, Come to the ogre battle fight",Ogre Battle
"He gives a great big cry, and he can swallow up the ocean",Ogre Battle
"With a mighty tongue he catches flies, and the palm of his hand incredible size",Ogre Battle
"One great big eye has to focus in your direction, now the battle is on",Ogre Battle
"Yeah yeah yeah! Come tonight, Come to the ogre site, Come to the ogre battle fight",Ogre Battle
"The ogre men are still inside, The two way mirror mountain",Ogre Battle
"You gotta keep down, right out of sight",Ogre Battle
"You can't see in but they can see out, 'keep a look out'",Ogre Battle
"The ogre men are coming out, from the two way mirror mountain",Ogre Battle
"They're running up behind, and they're coming all about",Ogre Battle
Can't go east because you gotta go south,Ogre Battle
"Ogre men are coming home, the great big fight is over",Ogre Battle
"Bugle blow let trumpet cry, Ogre battle lives for ever more",Ogre Battle
"You can come along, You can come along... Come to ogre battle",Ogre Battle
(Mercury),Big Bad Caused A Mighty Fine Sensation
Bicycle bicycle bicycle,Big Bad Caused A Mighty Fine Sensation
I want to ride my bicycle bicycle bicycle,Big Bad Caused A Mighty Fine Sensation
I want to ride my bicycle,Big Bad Caused A Mighty Fine Sensation
I want to ride my bike,Big Bad Caused A Mighty Fine Sensation
I want to ride my bicycle,Big Bad Caused A Mighty Fine Sensation
I want to ride it where I like,Big Bad Caused A Mighty Fine Sensation
You say black I say white,Big Bad Caused A Mighty Fine Sensation
You say bark I say bite,Big Bad Caused A Mighty Fine Sensation
You say shark I say hey man,Big Bad Caused A Mighty Fine Sensation
Jaws was never my scene,Big Bad Caused A Mighty Fine Sensation
And I don't like Star Wars,Big Bad Caused A Mighty Fine Sensation
You say Rolls I say Royce,Big Bad Caused A Mighty Fine Sensation
You say God give me a choice,Big Bad Caused A Mighty Fine Sensation
You say Lord I say Christ,Big Bad Caused A Mighty Fine Sensation
I don't believe in Peter Pan,Big Bad Caused A Mighty Fine Sensation
Frankenstein or Superman,Big Bad Caused A Mighty Fine Sensation
All I wanna do is,Big Bad Caused A Mighty Fine Sensation
Bicycle bicycle bicycle,Big Bad Caused A Mighty Fine Sensation
I want to ride my bicycle bicycle bicycle,Big Bad Caused A Mighty Fine Sensation
I want to ride my bicycle,Big Bad Caused A Mighty Fine Sensation
I want to ride my bike,Big Bad Caused A Mighty Fine Sensation
I want to ride my bicycle,Big Bad Caused A Mighty Fine Sensation
I want to ride my,Big Bad Caused A Mighty Fine Sensation
Bicycle races are coming your way,Big Bad Caused A Mighty Fine Sensation
So forget all your duties oh yeah!,Big Bad Caused A Mighty Fine Sensation
Fat bottomed girls they'll be riding today,Big Bad Caused A Mighty Fine Sensation
So look out for those beauties oh yeah,Big Bad Caused A Mighty Fine Sensation
On your marks get set go,Big Bad Caused A Mighty Fine Sensation
Bicycle race bicycle race bicycle race,Big Bad Caused A Mighty Fine Sensation
Bicycle bicycle bicyI want to ride my bicycle,Big Bad Caused A Mighty Fine Sensation
Bicycle bicycle bicycle,Big Bad Caused A Mighty Fine Sensation
Bicycle race,Big Bad Caused A Mighty Fine Sensation
You say coke I say caine,Big Bad Caused A Mighty Fine Sensation
You say John I say Wayne,Big Bad Caused A Mighty Fine Sensation
Hot dog I say cool it man,Big Bad Caused A Mighty Fine Sensation
I don't wanna be the President of America,Big Bad Caused A Mighty Fine Sensation
You say smile I say cheese,Big Bad Caused A Mighty Fine Sensation
Cartier I say please,Big Bad Caused A Mighty Fine Sensation
Income tax I say Jesus,Big Bad Caused A Mighty Fine Sensation
I don't wanna be a candidate,Big Bad Caused A Mighty Fine Sensation
For Vietnam or Watergate,Big Bad Caused A Mighty Fine Sensation
Cos all I want to do is,Big Bad Caused A Mighty Fine Sensation
Bicycle bicycle bicycle,Big Bad Caused A Mighty Fine Sensation
I want to ride my bicycle bicycle bicycle,Big Bad Caused A Mighty Fine Sensation
I want to ride my bicycle,Big Bad Caused A Mighty Fine Sensation
I want to ride my bike,Big Bad Caused A Mighty Fine Sensation
I want to ride my bicycle,Big Bad Caused A Mighty Fine Sensation
I want to ride it where I like,Big Bad Caused A Mighty Fine Sensation
"Take good care of what you've got, my father said to me",Good Company
"As he puffed his pipe and baby B, He dandled on his knee",Good Company
"Don't fool with fools who'll turn away, Keep all good company",Good Company
Oohoo oohoo,Good Company
Take care of those you call your own and keep good company,Good Company
"Soon I grew and happy too, my very good friends and me",Good Company
"We'd play all day with Sally J, the girl from number four",Good Company
"And very soon I begged her, won't you keep me company?",Good Company
"Oohoo oohoo, oohoo oohoo, come marry me for evermore",Good Company
We'll be good company,Good Company
Now marriage is an institution sure,Good Company
My wife and I our needs and nothing more,Good Company
"All my friends by a year, by and by, disappeared",Good Company
But we're safe enough behind our door,Good Company
I flourished in my humble trade my reputation grew,Good Company
The work devoured my waking hours but when my time was through,Good Company
"Reward of all my efforts, my own Limited Company",Good Company
I hardly noticed Sally as we parted company,Good Company
All through the years in the end it appears,Good Company
There was never really anyone but me,Good Company
Now I'm old I puff my pipe but no-one's there to see,Good Company
I ponder on the lesson of my life's insanity,Good Company
Take care of those you call your own,Good Company
And keep good company,Good Company
Tell me something that'll ease my pain,Through The Night
I am living life in vain,Through The Night
Crying doesn't help me any more,Through The Night
Tell me something that'll ease my mind,Through The Night
I am walking the line,Through The Night
Trying doesn't get my anywhere,Through The Night
I wander through the night,Through The Night
All the stars are shining bright,Through The Night
Searching for a guiding light,Through The Night
I wander through the night,Through The Night
Tell me something 'cause I need to know,Through The Night
Can you teach me how to live,Through The Night
How to understand how to love and how to give,Through The Night
Anger burns in bitterness and fills me up inside,Through The Night
I can't face it and there's no place I can hide,Through The Night
I wander through the night,Through The Night
All the stars are shining bright,Through The Night
Searching for a guiding light,Through The Night
I wander through the night,Through The Night
Tell me something 'cause I need to know,Through The Night
Can you teach me how to live,Through The Night
How to understand how to love and how to give,Through The Night
Anger burns in bitterness and fills me up inside,Through The Night
Without your love there's nowhere I can hide,Through The Night
I wander through the night,Through The Night
All the stars are shining bright,Through The Night
Earching for a guding light,Through The Night
I wander through the night,Through The Night
Yeah yeah - ha ha,I Go Crazy
Let's go - let's go - let's go,I Go Crazy
"Yeah, I took my baby dancing",I Go Crazy
To see a heavy band,I Go Crazy
I never saw my baby till the encore,I Go Crazy
She had the singer by the hand,I Go Crazy
I didn't wanna cry 'cos I had to be cool,I Go Crazy
I didn't wanna tell you that you're much too cruel,I Go Crazy
Did you have to run off with that doggone fool,I Go Crazy
All I gotta do is think about you,I Go Crazy
Ev'ry night and day - I go crazy,I Go Crazy
All I gotta do is get my hands on you,I Go Crazy
Gotta stay away from me baby,I Go Crazy
"Hey, I wouldn't mind the postman",I Go Crazy
If the neighbours didn't know,I Go Crazy
"Or the gas man, electric man, the man who fixed the car",I Go Crazy
I'd have to let it go,I Go Crazy
But you had to bring me down for a rock 'n' roll clone,I Go Crazy
Leave me like a sucker standing all alone,I Go Crazy
You just had to run off with that rolling stone,I Go Crazy
Go ahead fool,I Go Crazy
All I gotta do is think about you,I Go Crazy
Ev'ry night and day - I go crazy,I Go Crazy
All I gotta do is get my hands on you,I Go Crazy
You gotta stay away from me baby,I Go Crazy
So I ain't gonna go see no Rolling Stones - no more - no more,I Go Crazy
I don't wanna go to see Queen - no more - no more,I Go Crazy
I ain't gonna go see them Rolling Stones - no more - no more,I Go Crazy
I don't wanna go and see Queen - no more - no more - no more - no more,I Go Crazy
Yeah yeah crazy yeah,I Go Crazy
I don't wanna hurt you,I Go Crazy
But you been a hurting me,I Go Crazy
But you know that I'll be watching,I Go Crazy
Rolling on the floor - next time you're on the T.V.,I Go Crazy
Had enough of your pretending that you know where it's at,I Go Crazy
Come on to all the boys like a real small brat,I Go Crazy
You think I'd nearly let you get away with all that,I Go Crazy
No way babe,I Go Crazy
All I gotta do is think about you,I Go Crazy
Ev'ry night and day - I go crazy crazy,I Go Crazy
All I gotta do is get my hands on you,I Go Crazy
Betta stay away from me baby,I Go Crazy
Ooh you got ya hands got to,I Go Crazy
Got to stay away from me baby,I Go Crazy
Crazy crazy crazy baby yeah crazy crazy crazy crazy yeah,I Go Crazy
Crazy crazy crazy crazy crazy crazy crazy crazy crazy crazy crazy,I Go Crazy
Yeah crazy crazy,I Go Crazy
"Oooh, take a piece of my heart",Let Me Live
"Oooh, take a piece of my soul",Let Me Live
"Let me live, oh yeah",Let Me Live
Why don't you take another little piece of my heart,Let Me Live
"Why don't you take it, and break it, and tear it all apart",Let Me Live
"All I do is give, All you do is take",Let Me Live
Baby why don't you give me a brand new start,Let Me Live
So let me live (so let me live),Let Me Live
Let me live (leave me alone),Let Me Live
